datetime_utc,address,rssi,timestamp_in_seconds
2024-03-23 17:04:24.381026,E9:71:D6:A6:52:19,-55,1711213464.3810394
2024-03-23 17:04:24.381026,E4:02:B8:34:EC:F3,-57,1711213464.3810394
2024-03-23 17:04:24.381026,F3:B0:D4:A4:42:E0,-69,1711213464.3810394
2024-03-23 17:04:25.268945,E4:02:B8:34:EC:F3,-60,1711213465.268956
2024-03-23 17:04:25.268945,D7:AB:60:ED:B3:66,-63,1711213465.268956
2024-03-23 17:04:25.268945,E9:71:D6:A6:52:19,-65,1711213465.268956
2024-03-23 17:04:26.113642,F3:B0:D4:A4:42:E0,-51,1711213466.113666
2024-03-23 17:04:26.113642,D7:AB:60:ED:B3:66,-64,1711213466.113666
2024-03-23 17:04:26.113642,FA:A5:6E:E8:3D:9C,-66,1711213466.113666
2024-03-23 17:04:27.279176,F3:B0:D4:A4:42:E0,-58,1711213467.2791998
2024-03-23 17:04:27.279176,E4:02:B8:34:EC:F3,-60,1711213467.2791998
2024-03-23 17:04:27.279176,D7:AB:60:ED:B3:66,-65,1711213467.2791998
2024-03-23 17:04:28.201663,E9:71:D6:A6:52:19,-59,1711213468.2016847
2024-03-23 17:04:28.201663,F3:B0:D4:A4:42:E0,-66,1711213468.2016847
2024-03-23 17:04:28.201663,FA:A5:6E:E8:3D:9C,-67,1711213468.2016847
2024-03-23 17:04:29.798181,E4:02:B8:34:EC:F3,-50,1711213469.7982047
2024-03-23 17:04:29.798181,D7:AB:60:ED:B3:66,-64,1711213469.7982047
2024-03-23 17:04:29.798181,E9:71:D6:A6:52:19,-68,1711213469.7982047
2024-03-23 17:04:30.585591,E4:02:B8:34:EC:F3,-51,1711213470.5856128
2024-03-23 17:04:30.585591,F3:B0:D4:A4:42:E0,-54,1711213470.5856128
2024-03-23 17:04:30.585591,E9:71:D6:A6:52:19,-60,1711213470.5856128
2024-03-23 17:04:31.413370,E4:02:B8:34:EC:F3,-51,1711213471.4134066
2024-03-23 17:04:31.413370,F3:B0:D4:A4:42:E0,-59,1711213471.4134066
2024-03-23 17:04:31.413370,FA:A5:6E:E8:3D:9C,-63,1711213471.4134066
2024-03-23 17:04:32.817280,E4:02:B8:34:EC:F3,-49,1711213472.8173032
2024-03-23 17:04:32.817280,FA:A5:6E:E8:3D:9C,-60,1711213472.8173032
2024-03-23 17:04:32.817280,E9:71:D6:A6:52:19,-65,1711213472.8173032
2024-03-23 17:04:33.604414,E4:02:B8:34:EC:F3,-49,1711213473.6044357
2024-03-23 17:04:33.604414,F3:B0:D4:A4:42:E0,-52,1711213473.6044357
2024-03-23 17:04:33.604414,D7:AB:60:ED:B3:66,-62,1711213473.6044357
2024-03-23 17:04:34.426661,E4:02:B8:34:EC:F3,-51,1711213474.426683
2024-03-23 17:04:34.426661,FA:A5:6E:E8:3D:9C,-61,1711213474.426683
2024-03-23 17:04:34.426661,D7:AB:60:ED:B3:66,-61,1711213474.426683
2024-03-23 17:04:35.308858,E4:02:B8:34:EC:F3,-48,1711213475.308882
2024-03-23 17:04:35.308858,D7:AB:60:ED:B3:66,-62,1711213475.308882
2024-03-23 17:04:35.308858,E9:71:D6:A6:52:19,-63,1711213475.308882
