datetime_utc,address,rssi,timestamp_in_seconds
2024-03-01 22:33:35.334807,D7:AB:60:ED:B3:66,-59,1709332415.3348196
2024-03-01 22:33:35.334807,E9:71:D6:A6:52:19,-70,1709332415.3348196
2024-03-01 22:33:35.334807,FA:A5:6E:E8:3D:9C,-80,1709332415.3348196
2024-03-01 22:33:36.347843,D7:AB:60:ED:B3:66,-59,1709332416.3478668
2024-03-01 22:33:36.347843,FA:A5:6E:E8:3D:9C,-67,1709332416.3478668
2024-03-01 22:33:36.347843,E9:71:D6:A6:52:19,-73,1709332416.3478668
2024-03-01 22:33:37.701711,D7:AB:60:ED:B3:66,-61,1709332417.7017334
2024-03-01 22:33:37.701711,E9:71:D6:A6:52:19,-64,1709332417.7017334
2024-03-01 22:33:37.701711,FA:A5:6E:E8:3D:9C,-65,1709332417.7017334
2024-03-01 22:33:38.709366,E9:71:D6:A6:52:19,-57,1709332418.7093878
2024-03-01 22:33:38.709366,D7:AB:60:ED:B3:66,-67,1709332418.7093878
2024-03-01 22:33:38.709366,FA:A5:6E:E8:3D:9C,-69,1709332418.7093878
2024-03-01 22:33:39.712622,D7:AB:60:ED:B3:66,-57,1709332419.7126443
2024-03-01 22:33:39.712622,E9:71:D6:A6:52:19,-63,1709332419.7126443
2024-03-01 22:33:39.712622,FA:A5:6E:E8:3D:9C,-67,1709332419.7126443
2024-03-01 22:33:40.714694,FA:A5:6E:E8:3D:9C,-58,1709332420.7147214
2024-03-01 22:33:40.714694,D7:AB:60:ED:B3:66,-60,1709332420.7147214
2024-03-01 22:33:40.714694,E9:71:D6:A6:52:19,-67,1709332420.7147214
2024-03-01 22:33:41.750735,FA:A5:6E:E8:3D:9C,-56,1709332421.750756
2024-03-01 22:33:41.750735,D7:AB:60:ED:B3:66,-59,1709332421.750756
2024-03-01 22:33:41.750735,E9:71:D6:A6:52:19,-75,1709332421.750756
2024-03-01 22:33:42.722717,FA:A5:6E:E8:3D:9C,-59,1709332422.7227392
2024-03-01 22:33:42.722717,D7:AB:60:ED:B3:66,-63,1709332422.7227392
2024-03-01 22:33:42.722717,E9:71:D6:A6:52:19,-72,1709332422.7227392
2024-03-01 22:33:45.019578,D7:AB:60:ED:B3:66,-56,1709332425.0196025
2024-03-01 22:33:45.019578,E9:71:D6:A6:52:19,-66,1709332425.0196025
