datetime_utc,address,rssi,timestamp_in_seconds
2024-03-02 17:48:57.950460,E9:71:D6:A6:52:19,-54,1709401737.9504733
2024-03-02 17:48:57.950460,D7:AB:60:ED:B3:66,-66,1709401737.9504733
2024-03-02 17:48:57.950460,FA:A5:6E:E8:3D:9C,-73,1709401737.9504733
2024-03-02 17:48:58.950587,E9:71:D6:A6:52:19,-56,1709401738.9506066
2024-03-02 17:48:58.950587,D7:AB:60:ED:B3:66,-63,1709401738.9506066
2024-03-02 17:48:58.950587,FA:A5:6E:E8:3D:9C,-65,1709401738.9506066
2024-03-02 17:48:59.953109,FA:A5:6E:E8:3D:9C,-58,1709401739.9531326
2024-03-02 17:48:59.953109,E9:71:D6:A6:52:19,-70,1709401739.9531326
2024-03-02 17:48:59.953109,D7:AB:60:ED:B3:66,-74,1709401739.9531326
2024-03-02 17:49:00.956340,D7:AB:60:ED:B3:66,-54,1709401740.9563613
2024-03-02 17:49:00.956340,E9:71:D6:A6:52:19,-57,1709401740.9563613
2024-03-02 17:49:00.956340,FA:A5:6E:E8:3D:9C,-59,1709401740.9563613
2024-03-02 17:49:01.962769,D7:AB:60:ED:B3:66,-59,1709401741.9627888
2024-03-02 17:49:01.962769,FA:A5:6E:E8:3D:9C,-68,1709401741.9627888
2024-03-02 17:49:01.962769,E9:71:D6:A6:52:19,-69,1709401741.9627888
2024-03-02 17:49:02.964597,FA:A5:6E:E8:3D:9C,-61,1709401742.9646206
2024-03-02 17:49:02.964597,D7:AB:60:ED:B3:66,-63,1709401742.9646206
2024-03-02 17:49:02.964597,E9:71:D6:A6:52:19,-89,1709401742.9646206
2024-03-02 17:49:03.974451,D7:AB:60:ED:B3:66,-57,1709401743.9744728
2024-03-02 17:49:03.974451,FA:A5:6E:E8:3D:9C,-63,1709401743.9744728
2024-03-02 17:49:03.974451,E9:71:D6:A6:52:19,-65,1709401743.9744728
2024-03-02 17:49:04.978548,D7:AB:60:ED:B3:66,-54,1709401744.9785712
2024-03-02 17:49:04.978548,E9:71:D6:A6:52:19,-62,1709401744.9785712
2024-03-02 17:49:04.978548,FA:A5:6E:E8:3D:9C,-65,1709401744.9785712
2024-03-02 17:49:05.988207,D7:AB:60:ED:B3:66,-51,1709401745.9882302
2024-03-02 17:49:05.988207,FA:A5:6E:E8:3D:9C,-59,1709401745.9882302
2024-03-02 17:49:05.988207,E9:71:D6:A6:52:19,-63,1709401745.9882302
2024-03-02 17:49:06.998287,D7:AB:60:ED:B3:66,-45,1709401746.9983106
2024-03-02 17:49:06.998287,FA:A5:6E:E8:3D:9C,-71,1709401746.9983106
2024-03-02 17:49:06.998287,E9:71:D6:A6:52:19,-79,1709401746.9983106
2024-03-02 17:49:07.998193,D7:AB:60:ED:B3:66,-57,1709401747.9982162
2024-03-02 17:49:07.998193,FA:A5:6E:E8:3D:9C,-62,1709401747.9982162
2024-03-02 17:49:07.998193,E9:71:D6:A6:52:19,-71,1709401747.9982162
2024-03-02 17:49:09.763076,D7:AB:60:ED:B3:66,-58,1709401749.7630987
2024-03-02 17:49:09.763076,FA:A5:6E:E8:3D:9C,-60,1709401749.7630987
2024-03-02 17:49:09.763076,E9:71:D6:A6:52:19,-63,1709401749.7630987
2024-03-02 17:49:11.762197,D7:AB:60:ED:B3:66,-41,1709401751.7622244
2024-03-02 17:49:11.762197,E9:71:D6:A6:52:19,-64,1709401751.7622244
2024-03-02 17:49:11.762197,FA:A5:6E:E8:3D:9C,-76,1709401751.7622244
2024-03-02 17:49:12.712125,FA:A5:6E:E8:3D:9C,-60,1709401752.7121482
2024-03-02 17:49:12.712125,D7:AB:60:ED:B3:66,-64,1709401752.7121482
2024-03-02 17:49:12.712125,E9:71:D6:A6:52:19,-73,1709401752.7121482
2024-03-02 17:49:14.726527,D7:AB:60:ED:B3:66,-62,1709401754.726549
2024-03-02 17:49:14.726527,FA:A5:6E:E8:3D:9C,-65,1709401754.726549
2024-03-02 17:49:14.726527,E9:71:D6:A6:52:19,-68,1709401754.726549
2024-03-02 17:49:15.726157,D7:AB:60:ED:B3:66,-57,1709401755.7261794
2024-03-02 17:49:15.726157,E9:71:D6:A6:52:19,-64,1709401755.7261794
2024-03-02 17:49:15.726157,FA:A5:6E:E8:3D:9C,-68,1709401755.7261794
2024-03-02 17:49:16.727122,D7:AB:60:ED:B3:66,-48,1709401756.7271423
2024-03-02 17:49:16.727122,E9:71:D6:A6:52:19,-63,1709401756.7271423
2024-03-02 17:49:16.727122,FA:A5:6E:E8:3D:9C,-69,1709401756.7271423
2024-03-02 17:49:17.729446,FA:A5:6E:E8:3D:9C,-52,1709401757.7294698
2024-03-02 17:49:17.729446,D7:AB:60:ED:B3:66,-57,1709401757.7294698
2024-03-02 17:49:17.729446,E9:71:D6:A6:52:19,-57,1709401757.7294698
2024-03-02 17:49:18.758506,D7:AB:60:ED:B3:66,-60,1709401758.7585323
2024-03-02 17:49:18.758506,FA:A5:6E:E8:3D:9C,-63,1709401758.7585323
2024-03-02 17:49:18.758506,E9:71:D6:A6:52:19,-66,1709401758.7585323
2024-03-02 17:49:19.774292,E9:71:D6:A6:52:19,-54,1709401759.7743196
2024-03-02 17:49:19.774292,D7:AB:60:ED:B3:66,-63,1709401759.7743196
2024-03-02 17:49:19.774292,FA:A5:6E:E8:3D:9C,-64,1709401759.7743196
2024-03-02 17:49:20.741050,E9:71:D6:A6:52:19,-58,1709401760.741072
2024-03-02 17:49:20.741050,FA:A5:6E:E8:3D:9C,-64,1709401760.741072
2024-03-02 17:49:20.741050,D7:AB:60:ED:B3:66,-65,1709401760.741072
2024-03-02 17:49:21.746202,E9:71:D6:A6:52:19,-57,1709401761.7462268
2024-03-02 17:49:21.746202,D7:AB:60:ED:B3:66,-60,1709401761.7462268
2024-03-02 17:49:21.746202,FA:A5:6E:E8:3D:9C,-65,1709401761.7462268
2024-03-02 17:49:23.749459,D7:AB:60:ED:B3:66,-53,1709401763.7494848
2024-03-02 17:49:23.749459,E9:71:D6:A6:52:19,-53,1709401763.7494848
2024-03-02 17:49:23.749459,FA:A5:6E:E8:3D:9C,-69,1709401763.7494848
2024-03-02 17:49:24.810180,D7:AB:60:ED:B3:66,-63,1709401764.8102057
2024-03-02 17:49:24.810180,FA:A5:6E:E8:3D:9C,-63,1709401764.8102057
2024-03-02 17:49:24.810180,E9:71:D6:A6:52:19,-70,1709401764.8102057
2024-03-02 17:49:25.760078,E9:71:D6:A6:52:19,-62,1709401765.7601004
2024-03-02 17:49:25.760078,D7:AB:60:ED:B3:66,-63,1709401765.7601004
2024-03-02 17:49:25.760078,FA:A5:6E:E8:3D:9C,-70,1709401765.7601004
