datetime_utc,address,rssi,timestamp_in_seconds
2024-03-23 18:12:30.533923,D7:AB:60:ED:B3:66,-60,1711217550.5339355
2024-03-23 18:12:30.533923,F3:B0:D4:A4:42:E0,-61,1711217550.5339355
2024-03-23 18:12:30.533923,E9:71:D6:A6:52:19,-64,1711217550.5339355
2024-03-23 18:12:31.425915,FA:A5:6E:E8:3D:9C,-48,1711217551.4259284
2024-03-23 18:12:31.425915,D7:AB:60:ED:B3:66,-66,1711217551.4259284
2024-03-23 18:12:31.425915,F3:B0:D4:A4:42:E0,-67,1711217551.4259284
2024-03-23 18:12:31.868494,FA:A5:6E:E8:3D:9C,-60,1711217551.8685167
2024-03-23 18:12:31.868494,EE:93:45:01:28:95,-64,1711217551.8685167
2024-03-23 18:12:31.868494,E4:02:B8:34:EC:F3,-67,1711217551.8685167
2024-03-23 18:12:32.734418,FA:A5:6E:E8:3D:9C,-48,1711217552.7344387
2024-03-23 18:12:32.734418,E9:71:D6:A6:52:19,-64,1711217552.7344387
2024-03-23 18:12:32.734418,D7:AB:60:ED:B3:66,-66,1711217552.7344387
2024-03-23 18:12:33.606711,D7:AB:60:ED:B3:66,-60,1711217553.6067328
2024-03-23 18:12:33.606711,F3:B0:D4:A4:42:E0,-64,1711217553.6067328
2024-03-23 18:12:33.606711,EE:93:45:01:28:95,-68,1711217553.6067328
2024-03-23 18:12:34.139431,FA:A5:6E:E8:3D:9C,-51,1711217554.1394525
2024-03-23 18:12:34.139431,E4:02:B8:34:EC:F3,-57,1711217554.1394525
2024-03-23 18:12:34.139431,EE:93:45:01:28:95,-59,1711217554.1394525
2024-03-23 18:12:34.824909,E4:02:B8:34:EC:F3,-52,1711217554.8249295
2024-03-23 18:12:34.824909,FA:A5:6E:E8:3D:9C,-55,1711217554.8249295
2024-03-23 18:12:34.824909,F3:B0:D4:A4:42:E0,-59,1711217554.8249295
2024-03-23 18:12:35.567908,EE:93:45:01:28:95,-59,1711217555.567929
2024-03-23 18:12:35.567908,D7:AB:60:ED:B3:66,-64,1711217555.567929
2024-03-23 18:12:35.567908,E9:71:D6:A6:52:19,-65,1711217555.567929
2024-03-23 18:12:36.148492,EE:93:45:01:28:95,-58,1711217556.1485164
2024-03-23 18:12:36.148492,D7:AB:60:ED:B3:66,-63,1711217556.1485164
2024-03-23 18:12:36.148492,FA:A5:6E:E8:3D:9C,-64,1711217556.1485164
2024-03-23 18:12:36.747427,FA:A5:6E:E8:3D:9C,-51,1711217556.7474477
2024-03-23 18:12:36.747427,E9:71:D6:A6:52:19,-65,1711217556.7474477
2024-03-23 18:12:36.747427,E4:02:B8:34:EC:F3,-66,1711217556.7474477
2024-03-23 18:12:37.578965,EE:93:45:01:28:95,-60,1711217557.5789917
2024-03-23 18:12:37.578965,E9:71:D6:A6:52:19,-62,1711217557.5789917
2024-03-23 18:12:37.578965,F3:B0:D4:A4:42:E0,-64,1711217557.5789917
2024-03-23 18:12:38.582402,EE:93:45:01:28:95,-59,1711217558.5824234
2024-03-23 18:12:38.582402,E9:71:D6:A6:52:19,-66,1711217558.5824234
2024-03-23 18:12:38.582402,D7:AB:60:ED:B3:66,-69,1711217558.5824234
2024-03-23 18:12:39.163841,EE:93:45:01:28:95,-54,1711217559.1638694
2024-03-23 18:12:39.163841,E4:02:B8:34:EC:F3,-57,1711217559.1638694
2024-03-23 18:12:39.163841,D7:AB:60:ED:B3:66,-60,1711217559.1638694
2024-03-23 18:12:40.462829,E4:02:B8:34:EC:F3,-58,1711217560.4628475
2024-03-23 18:12:40.462829,E9:71:D6:A6:52:19,-61,1711217560.4628475
2024-03-23 18:12:40.462829,FA:A5:6E:E8:3D:9C,-66,1711217560.4628475
2024-03-23 18:12:41.168074,E9:71:D6:A6:52:19,-60,1711217561.1680956
2024-03-23 18:12:41.168074,D7:AB:60:ED:B3:66,-60,1711217561.1680956
2024-03-23 18:12:41.168074,E4:02:B8:34:EC:F3,-61,1711217561.1680956
2024-03-23 18:12:42.180464,D7:AB:60:ED:B3:66,-53,1711217562.180487
2024-03-23 18:12:42.180464,EE:93:45:01:28:95,-61,1711217562.180487
2024-03-23 18:12:42.180464,E9:71:D6:A6:52:19,-64,1711217562.180487
2024-03-23 18:12:42.804066,FA:A5:6E:E8:3D:9C,-48,1711217562.804089
2024-03-23 18:12:42.804066,E4:02:B8:34:EC:F3,-51,1711217562.804089
2024-03-23 18:12:42.804066,F3:B0:D4:A4:42:E0,-67,1711217562.804089
2024-03-23 18:12:43.606470,D7:AB:60:ED:B3:66,-49,1711217563.606491
2024-03-23 18:12:43.606470,E9:71:D6:A6:52:19,-62,1711217563.606491
2024-03-23 18:12:43.606470,F3:B0:D4:A4:42:E0,-63,1711217563.606491
2024-03-23 18:12:44.485390,D7:AB:60:ED:B3:66,-51,1711217564.4854128
2024-03-23 18:12:44.485390,E4:02:B8:34:EC:F3,-59,1711217564.4854128
2024-03-23 18:12:44.485390,EE:93:45:01:28:95,-62,1711217564.4854128
2024-03-23 18:12:44.913383,FA:A5:6E:E8:3D:9C,-58,1711217564.9134047
2024-03-23 18:12:44.913383,EE:93:45:01:28:95,-59,1711217564.9134047
2024-03-23 18:12:44.913383,E4:02:B8:34:EC:F3,-61,1711217564.9134047
2024-03-23 18:12:45.712991,E4:02:B8:34:EC:F3,-63,1711217565.7130122
2024-03-23 18:12:45.712991,F3:B0:D4:A4:42:E0,-65,1711217565.7130122
2024-03-23 18:12:45.712991,D7:AB:60:ED:B3:66,-67,1711217565.7130122
2024-03-23 18:12:46.626654,D7:AB:60:ED:B3:66,-57,1711217566.6266766
2024-03-23 18:12:46.626654,EE:93:45:01:28:95,-62,1711217566.6266766
2024-03-23 18:12:46.626654,F3:B0:D4:A4:42:E0,-64,1711217566.6266766
2024-03-23 18:12:47.220456,EE:93:45:01:28:95,-56,1711217567.2204792
2024-03-23 18:12:47.220456,D7:AB:60:ED:B3:66,-58,1711217567.2204792
2024-03-23 18:12:47.220456,FA:A5:6E:E8:3D:9C,-66,1711217567.2204792
2024-03-23 18:12:47.791889,E9:71:D6:A6:52:19,-64,1711217567.791908
2024-03-23 18:12:47.791889,E4:02:B8:34:EC:F3,-65,1711217567.791908
2024-03-23 18:12:47.791889,FA:A5:6E:E8:3D:9C,-65,1711217567.791908
2024-03-23 18:12:48.644510,EE:93:45:01:28:95,-57,1711217568.6445324
2024-03-23 18:12:48.644510,F3:B0:D4:A4:42:E0,-60,1711217568.6445324
2024-03-23 18:12:48.644510,D7:AB:60:ED:B3:66,-61,1711217568.6445324
2024-03-23 18:12:49.223457,E4:02:B8:34:EC:F3,-59,1711217569.2234786
2024-03-23 18:12:49.223457,FA:A5:6E:E8:3D:9C,-59,1711217569.2234786
2024-03-23 18:12:49.223457,EE:93:45:01:28:95,-61,1711217569.2234786
2024-03-23 18:12:49.807751,F3:B0:D4:A4:42:E0,-57,1711217569.8077748
2024-03-23 18:12:49.807751,FA:A5:6E:E8:3D:9C,-60,1711217569.8077748
2024-03-23 18:12:49.807751,E4:02:B8:34:EC:F3,-62,1711217569.8077748
2024-03-23 18:12:51.587921,D7:AB:60:ED:B3:66,-50,1711217571.5879445
2024-03-23 18:12:51.587921,F3:B0:D4:A4:42:E0,-56,1711217571.5879445
2024-03-23 18:12:51.587921,EE:93:45:01:28:95,-58,1711217571.5879445
2024-03-23 18:12:51.958796,E4:02:B8:34:EC:F3,-63,1711217571.9588137
